academic_year,semester,school,jae_course_code,course_name,gender,intake
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,FEMALE,28
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,MALE,14
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C55,DIPLOMA IN CHEMICAL & GREEN TECHNOLOGY,FEMALE,14
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C55,DIPLOMA IN CHEMICAL & GREEN TECHNOLOGY,MALE,31
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCES,FEMALE,45
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCES,MALE,11
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,FEMALE,54
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,MALE,17
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,FEMALE,58
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,MALE,52
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C74,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,FEMALE,37
2015,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C74,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,MALE,26
2015,S1,SCHOOL OF DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,FEMALE,58
2015,S1,SCHOOL OF DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,MALE,10
2015,S1,SCHOOL OF DESIGN,C64,DIPLOMA IN SPACE & INTERIOR DESIGN,FEMALE,43
2015,S1,SCHOOL OF DESIGN,C64,DIPLOMA IN SPACE & INTERIOR DESIGN,MALE,27
2015,S1,SCHOOL OF DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,FEMALE,21
2015,S1,SCHOOL OF DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,MALE,21
2015,S1,SCHOOL OF ENGINEERING,C40,AEROSPACE/MECHATRONICS PROGRAMME,FEMALE,40
2015,S1,SCHOOL OF ENGINEERING,C40,AEROSPACE/MECHATRONICS PROGRAMME,MALE,288
2015,S1,SCHOOL OF ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,FEMALE,30
2015,S1,SCHOOL OF ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,MALE,69
2015,S1,SCHOOL OF ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,FEMALE,83
2015,S1,SCHOOL OF ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,MALE,228
2015,S1,SCHOOL OF ENGINEERING,C48,DIPLOMA IN ELECTRICAL ENGINEERING WITH ECO-DESIGN,FEMALE,16
2015,S1,SCHOOL OF ENGINEERING,C48,DIPLOMA IN ELECTRICAL ENGINEERING WITH ECO-DESIGN,MALE,36
2015,S1,SCHOOL OF ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,FEMALE,16
2015,S1,SCHOOL OF ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,MALE,29
2015,S1,SCHOOL OF ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,FEMALE,3
2015,S1,SCHOOL OF ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,MALE,42
2015,S1,SCHOOL OF ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,FEMALE,8
2015,S1,SCHOOL OF ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,MALE,37
2015,S1,SCHOOL OF ENGINEERING,C53,DIPLOMA IN TELEMATICS & MEDIA TECHNOLOGY,FEMALE,9
2015,S1,SCHOOL OF ENGINEERING,C53,DIPLOMA IN TELEMATICS & MEDIA TECHNOLOGY,MALE,14
2015,S1,SCHOOL OF ENGINEERING,C62,DIPLOMA IN DIGITAL & PRECISION ENGINEERING,FEMALE,34
2015,S1,SCHOOL OF ENGINEERING,C62,DIPLOMA IN DIGITAL & PRECISION ENGINEERING,MALE,79
2015,S1,SCHOOL OF ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,FEMALE,39
2015,S1,SCHOOL OF ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,MALE,27
2015,S1,SCHOOL OF ENGINEERING,C75,DIPLOMA IN MULTIMEDIA & INFOCOMM TECHNOLOGY,FEMALE,79
2015,S1,SCHOOL OF ENGINEERING,C75,DIPLOMA IN MULTIMEDIA & INFOCOMM TECHNOLOGY,MALE,97
2015,S1,SCHOOL OF ENGINEERING,C87,DIPLOMA IN MECHATRONICS ENGINEERING,MALE,3
2015,S1,SCHOOL OF ENGINEERING,C89,"DIPLOMA IN ELECTRONICS, COMPUTER & COMMUNICATIONS ENGINEERING",FEMALE,45
2015,S1,SCHOOL OF ENGINEERING,C89,"DIPLOMA IN ELECTRONICS, COMPUTER & COMMUNICATIONS ENGINEERING",MALE,94
2015,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C47,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),FEMALE,38
2015,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C47,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),MALE,12
2015,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C72,DIPLOMA IN DENTAL HYGIENE AND THERAPY,FEMALE,22
2015,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C72,DIPLOMA IN DENTAL HYGIENE AND THERAPY,MALE,2
2015,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C97,DIPLOMA IN NURSING,FEMALE,608
2015,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C97,DIPLOMA IN NURSING,MALE,123
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,FEMALE,17
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,MALE,22
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C54,DIPLOMA IN CYBER SECURITY & FORENSICS,FEMALE,19
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C54,DIPLOMA IN CYBER SECURITY & FORENSICS,MALE,43
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C58,DIPLOMA IN FINANCIAL INFORMATICS,FEMALE,28
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C58,DIPLOMA IN FINANCIAL INFORMATICS,MALE,25
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C68,DIPLOMA IN BUSINESS ENTERPRISE IT,FEMALE,30
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C68,DIPLOMA IN BUSINESS ENTERPRISE IT,MALE,34
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C78,DIPLOMA IN BUSINESS INFORMATICS,FEMALE,42
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C78,DIPLOMA IN BUSINESS INFORMATICS,MALE,49
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C80,DIPLOMA IN ENGINEERING INFORMATICS,FEMALE,36
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C80,DIPLOMA IN ENGINEERING INFORMATICS,MALE,81
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C85,DIPLOMA IN INFORMATION TECHNOLOGY,FEMALE,26
2015,S1,SCHOOL OF INFORMATION TECHNOLOGY,C85,DIPLOMA IN INFORMATION TECHNOLOGY,MALE,92
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C57,DIPLOMA IN DIGITAL VISUAL EFFECTS,FEMALE,19
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C57,DIPLOMA IN DIGITAL VISUAL EFFECTS,MALE,25
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C59,DIPLOMA IN INTERACTION DESIGN,FEMALE,42
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C59,DIPLOMA IN INTERACTION DESIGN,MALE,23
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,FEMALE,29
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,MALE,43
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C61,DIPLOMA IN ANIMATION,FEMALE,45
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C61,DIPLOMA IN ANIMATION,MALE,32
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C66,DIPLOMA IN MOTION GRAPHICS & BROADCAST DESIGN,FEMALE,26
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C66,DIPLOMA IN MOTION GRAPHICS & BROADCAST DESIGN,MALE,11
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,FEMALE,4
2015,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,MALE,70
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,FEMALE,37
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,MALE,22
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C56,DIPLOMA IN FUND MANAGEMENT & ADMINISTRATION,FEMALE,30
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C56,DIPLOMA IN FUND MANAGEMENT & ADMINISTRATION,MALE,22
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,FEMALE,82
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,MALE,32
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,FEMALE,18
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,MALE,30
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,FEMALE,43
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,MALE,12
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,FEMALE,197
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,MALE,124
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C96,DIPLOMA IN BANKING & FINANCE,FEMALE,56
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C96,DIPLOMA IN BANKING & FINANCE,MALE,64
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,FEMALE,83
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,MALE,60
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C99,DIPLOMA IN MARKETING,FEMALE,40
2016,S1,SCHOOL OF BUSINESS MANAGEMENT,C99,DIPLOMA IN MARKETING,MALE,25
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C45,DIPLOMA IN MEDICINAL CHEMISTRY,FEMALE,32
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C45,DIPLOMA IN MEDICINAL CHEMISTRY,MALE,12
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,FEMALE,26
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,MALE,20
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C55,DIPLOMA IN CHEMICAL & GREEN TECHNOLOGY,FEMALE,17
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C55,DIPLOMA IN CHEMICAL & GREEN TECHNOLOGY,MALE,23
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCES,FEMALE,39
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCES,MALE,20
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,FEMALE,43
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,MALE,12
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,FEMALE,51
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,MALE,56
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C74,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,FEMALE,36
2016,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C74,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,MALE,25
2016,S1,SCHOOL OF DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,FEMALE,50
2016,S1,SCHOOL OF DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,MALE,18
2016,S1,SCHOOL OF DESIGN,C64,DIPLOMA IN SPATIAL DESIGN,FEMALE,47
2016,S1,SCHOOL OF DESIGN,C64,DIPLOMA IN SPATIAL DESIGN,MALE,30
2016,S1,SCHOOL OF DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,FEMALE,24
2016,S1,SCHOOL OF DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,MALE,22
2016,S1,SCHOOL OF ENGINEERING,C39,AEROSPACE / ELECTRICAL / ELECTRONICS PROGRAMME,FEMALE,19
2016,S1,SCHOOL OF ENGINEERING,C39,AEROSPACE / ELECTRICAL / ELECTRONICS PROGRAMME,MALE,77
2016,S1,SCHOOL OF ENGINEERING,C40,AEROSPACE / MECHATRONICS PROGRAMME,FEMALE,18
2016,S1,SCHOOL OF ENGINEERING,C40,AEROSPACE / MECHATRONICS PROGRAMME,MALE,192
2016,S1,SCHOOL OF ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,FEMALE,28
2016,S1,SCHOOL OF ENGINEERING,C41,DIPLOMA IN ENGINEERING WITH BUSINESS,MALE,61
2016,S1,SCHOOL OF ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,FEMALE,75
2016,S1,SCHOOL OF ENGINEERING,C42,COMMON ENGINEERING PROGRAMME,MALE,242
2016,S1,SCHOOL OF ENGINEERING,C48,DIPLOMA IN ELECTRICAL ENGINEERING WITH ECO-DESIGN,FEMALE,14
2016,S1,SCHOOL OF ENGINEERING,C48,DIPLOMA IN ELECTRICAL ENGINEERING WITH ECO-DESIGN,MALE,50
2016,S1,SCHOOL OF ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,FEMALE,8
2016,S1,SCHOOL OF ENGINEERING,C50,DIPLOMA IN NANOTECHNOLOGY & MATERIALS SCIENCE,MALE,35
2016,S1,SCHOOL OF ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,FEMALE,1
2016,S1,SCHOOL OF ENGINEERING,C51,DIPLOMA IN AERONAUTICAL & AEROSPACE TECHNOLOGY,MALE,44
2016,S1,SCHOOL OF ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,FEMALE,14
2016,S1,SCHOOL OF ENGINEERING,C52,DIPLOMA IN AEROSPACE SYSTEMS & MANAGEMENT,MALE,29
2016,S1,SCHOOL OF ENGINEERING,C53,DIPLOMA IN TELEMATICS & MEDIA TECHNOLOGY,FEMALE,12
2016,S1,SCHOOL OF ENGINEERING,C53,DIPLOMA IN TELEMATICS & MEDIA TECHNOLOGY,MALE,9
2016,S1,SCHOOL OF ENGINEERING,C62,DIPLOMA IN DIGITAL & PRECISION ENGINEERING,FEMALE,17
2016,S1,SCHOOL OF ENGINEERING,C62,DIPLOMA IN DIGITAL & PRECISION ENGINEERING,MALE,71
2016,S1,SCHOOL OF ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,FEMALE,33
2016,S1,SCHOOL OF ENGINEERING,C71,DIPLOMA IN BIOMEDICAL ENGINEERING,MALE,33
2016,S1,SCHOOL OF ENGINEERING,C75,DIPLOMA IN MULTIMEDIA & INFOCOMM TECHNOLOGY,FEMALE,77
2016,S1,SCHOOL OF ENGINEERING,C75,DIPLOMA IN MULTIMEDIA & INFOCOMM TECHNOLOGY,MALE,131
2016,S1,SCHOOL OF ENGINEERING,C89,"DIPLOMA IN ""ELECTRONICS, COMPUTER & COMMUNICATIONS ENGINEERING""",FEMALE,29
2016,S1,SCHOOL OF ENGINEERING,C89,"DIPLOMA IN ""ELECTRONICS, COMPUTER & COMMUNICATIONS ENGINEERING""",MALE,114
2016,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C47,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),FEMALE,58
2016,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C47,DIPLOMA IN SOCIAL SCIENCES (SOCIAL WORK),MALE,14
2016,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C72,DIPLOMA IN DENTAL HYGIENE & THERAPY,FEMALE,16
2016,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C72,DIPLOMA IN DENTAL HYGIENE & THERAPY,MALE,4
2016,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C97,DIPLOMA IN NURSING,FEMALE,641
2016,S1,SCHOOL OF HEALTH & SOCIAL SCIENCES,C97,DIPLOMA IN NURSING,MALE,107
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,FEMALE,15
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C43,DIPLOMA IN BUSINESS INTELLIGENCE & ANALYTICS,MALE,21
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C54,DIPLOMA IN CYBER SECURITY & FORENSICS,FEMALE,15
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C54,DIPLOMA IN CYBER SECURITY & FORENSICS,MALE,47
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C58,DIPLOMA IN FINANCIAL INFORMATICS,FEMALE,29
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C58,DIPLOMA IN FINANCIAL INFORMATICS,MALE,32
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C68,DIPLOMA IN BUSINESS ENTERPRISE IT,FEMALE,19
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C68,DIPLOMA IN BUSINESS ENTERPRISE IT,MALE,21
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C78,DIPLOMA IN BUSINESS INFORMATICS,FEMALE,46
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C78,DIPLOMA IN BUSINESS INFORMATICS,MALE,44
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C80,DIPLOMA IN ENGINEERING INFORMATICS,FEMALE,29
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C80,DIPLOMA IN ENGINEERING INFORMATICS,MALE,77
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C85,DIPLOMA IN INFORMATION TECHNOLOGY,FEMALE,39
2016,S1,SCHOOL OF INFORMATION TECHNOLOGY,C85,DIPLOMA IN INFORMATION TECHNOLOGY,MALE,88
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C57,DIPLOMA IN DIGITAL VISUAL EFFECTS,FEMALE,17
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C57,DIPLOMA IN DIGITAL VISUAL EFFECTS,MALE,20
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C59,DIPLOMA IN INTERACTION DESIGN,FEMALE,32
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C59,DIPLOMA IN INTERACTION DESIGN,MALE,32
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,FEMALE,38
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C60,DIPLOMA IN DIGITAL GAME ART & DESIGN,MALE,37
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C61,DIPLOMA IN ANIMATION,FEMALE,59
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C61,DIPLOMA IN ANIMATION,MALE,34
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C66,DIPLOMA IN MOTION GRAPHICS & BROADCAST DESIGN,FEMALE,29
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C66,DIPLOMA IN MOTION GRAPHICS & BROADCAST DESIGN,MALE,13
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,FEMALE,10
2016,S1,SCHOOL OF INTERACTIVE AND DIGITAL MEDIA,C70,DIPLOMA IN GAME DEVELOPMENT & TECHNOLOGY,MALE,69
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,FEMALE,38
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C46,DIPLOMA IN FOOD & BEVERAGE BUSINESS,MALE,27
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C56,DIPLOMA IN FUND MANAGEMENT & ADMINISTRATION,FEMALE,25
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C56,DIPLOMA IN FUND MANAGEMENT & ADMINISTRATION,MALE,21
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,FEMALE,92
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C67,DIPLOMA IN HOSPITALITY & TOURISM MANAGEMENT,MALE,34
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,FEMALE,16
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C81,DIPLOMA IN SPORT & WELLNESS MANAGEMENT,MALE,38
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,FEMALE,40
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C93,DIPLOMA IN MASS MEDIA MANAGEMENT,MALE,15
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,FEMALE,197
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C94,DIPLOMA IN BUSINESS MANAGEMENT,MALE,135
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C96,DIPLOMA IN BANKING & FINANCE,FEMALE,72
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C96,DIPLOMA IN BANKING & FINANCE,MALE,49
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,FEMALE,94
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C98,DIPLOMA IN ACCOUNTANCY & FINANCE,MALE,58
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C99,DIPLOMA IN MARKETING,FEMALE,38
2017,S1,SCHOOL OF BUSINESS MANAGEMENT,C99,DIPLOMA IN MARKETING,MALE,28
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C45,DIPLOMA IN MEDICINAL CHEMISTRY,FEMALE,25
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C45,DIPLOMA IN MEDICINAL CHEMISTRY,MALE,23
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,FEMALE,23
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C49,DIPLOMA IN BIOLOGICS & PROCESS TECHNOLOGY,MALE,21
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C55,DIPLOMA IN CHEMICAL & GREEN TECHNOLOGY,FEMALE,15
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C55,DIPLOMA IN CHEMICAL & GREEN TECHNOLOGY,MALE,24
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCES,FEMALE,40
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C65,DIPLOMA IN PHARMACEUTICAL SCIENCES,MALE,20
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,FEMALE,50
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C69,DIPLOMA IN FOOD SCIENCE & NUTRITION,MALE,6
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,FEMALE,39
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C73,DIPLOMA IN CHEMICAL & PHARMACEUTICAL TECHNOLOGY,MALE,56
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C74,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,FEMALE,32
2017,S1,SCHOOL OF CHEMICAL & LIFE SCIENCES,C74,DIPLOMA IN MOLECULAR BIOTECHNOLOGY,MALE,26
2017,S1,SCHOOL OF DESIGN,C38,DIPLOMA IN SUSTAINABLE ARCHITECTURAL DESIGN,FEMALE,29
2017,S1,SCHOOL OF DESIGN,C38,DIPLOMA IN SUSTAINABLE ARCHITECTURAL DESIGN,MALE,27
2017,S1,SCHOOL OF DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,FEMALE,68
2017,S1,SCHOOL OF DESIGN,C63,DIPLOMA IN VISUAL COMMUNICATION,MALE,13
2017,S1,SCHOOL OF DESIGN,C64,DIPLOMA IN SPATIAL DESIGN,FEMALE,54
2017,S1,SCHOOL OF DESIGN,C64,DIPLOMA IN SPATIAL DESIGN,MALE,25
2017,S1,SCHOOL OF DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,FEMALE,28
2017,S1,SCHOOL OF DESIGN,C83,DIPLOMA IN INDUSTRIAL DESIGN,MALE,25
